world_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
111841.693166,0,0.9790234596888677,0.5786966683956613,0.7175692830283098,111841.693571-0 111841.692761-1,214.14997506061763,-618.3261232960547,2187.7797882889195,18.837871945711488,12.544616499494373,-38.648678629056775,0.09152775129862788,-0.22532928667646637,0.9699739085707881,-39.62895605138834,16.38781805517936,-17.39822167601568,0.10227193994308921,-0.32061406685618543,0.9416724857582995
111841.6972005,0,0.9790234596888677,0.5783680969324455,0.7174912864474482,111841.693571-0 111841.70083-1,225.53297973441647,-654.5542280533898,2316.941431363093,18.837871945711488,12.544616499494373,-38.648678629056775,0.09152775129862788,-0.22532928667646637,0.9699739085707881,-39.62895605138834,16.38781805517936,-17.39822167601568,0.10090348536647119,-0.320162250371157,0.9419737894857664
111841.701235,1,0.864300500417426,0.5781810445817194,0.7185333580348909,111841.70164-0 111841.70083-1,223.35871073894216,-653.336545769617,2301.127498567821,18.837871945711488,12.544616499494373,-38.648678629056775,0.09099518563733738,-0.2278771419034056,0.9694286381104913,-39.62895605138834,16.38781805517936,-17.39822167601568,0.10090348536647119,-0.320162250371157,0.9419737894857664
111841.7052695,1,0.864300500417426,0.5777962585540113,0.7188239489599207,111841.70164-0 111841.708899-1,236.0240436837569,-695.7902416151359,2447.371576491434,18.837871945711488,12.544616499494373,-38.648678629056775,0.09099518563733738,-0.2278771419034056,0.9694286381104913,-39.62895605138834,16.38781805517936,-17.39822167601568,0.0993448679905365,-0.3205725513532488,0.9419999132286644
111841.709304,1,0.9948586878487907,0.5785067129434116,0.7167152915263832,111841.709709-0 111841.708899-1,251.06352631529376,-724.4192350681335,2573.8178496824194,18.837871945711488,12.544616499494373,-38.648678629056775,0.092896736326041,-0.22255453797433167,0.9704842471709689,-39.62895605138834,16.38781805517936,-17.39822167601568,0.0993448679905365,-0.3205725513532488,0.9419999132286644
111841.7133385,1,0.9960418436135842,0.5784202741127793,0.7167822903316985,111841.709709-0 111841.716968-1,254.5041440578599,-735.6338837793285,2612.848301093768,18.837871945711488,12.544616499494373,-38.648678629056775,0.092896736326041,-0.22255453797433167,0.9704842471709689,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09899496047400216,-0.3206680712677517,0.942004238775055
111841.71737299999,2,0.9948145883867482,0.578083156692127,0.7172763517993106,111841.717778-0 111841.716968-1,245.43462728087377,-715.0443000322929,2533.785737750852,18.837871945711488,12.544616499494373,-38.648678629056775,0.09202764964890499,-0.22388528321301188,0.9702609399850786,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09899496047400216,-0.3206680712677517,0.942004238775055
111841.72140750001,2,0.9948145883867482,0.5780525570200885,0.7173111804154627,111841.717778-0 111841.725037-1,246.52400634374368,-718.7017038225057,2546.3289600851467,18.837871945711488,12.544616499494373,-38.648678629056775,0.09202764964890499,-0.22388528321301188,0.9702609399850786,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09887236954596867,-0.320729262476091,0.9419962816974959
111841.725442,2,0.8019522182264037,0.5778181338775027,0.7224559333756028,111841.725847-0 111841.725037-1,255.59929919209696,-765.4620409206283,2646.2514817634456,18.837871945711488,12.544616499494373,-38.648678629056775,0.091100906934472,-0.23614857895824556,0.9674370643156682,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09887236954596867,-0.320729262476091,0.9419962816974959
111841.7294765,2,0.8019522182264037,0.5772468408399689,0.7229038486056394,111841.725847-0 111841.733106-1,281.7066515450024,-853.5730098881761,2944.8507573336865,18.837871945711488,12.544616499494373,-38.648678629056775,0.091100906934472,-0.23614857895824556,0.9674370643156682,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09655641941771165,-0.32139160039828313,0.9420107733262191
111841.733511,3,0.9944219737085177,0.5762204242939626,0.7174306784583008,111841.733916-0 111841.733106-1,229.14977675417276,-689.7327057717567,2442.902133724093,18.837871945711488,12.544616499494373,-38.648678629056775,0.08892503354428315,-0.2236992916354365,0.9705930997750564,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09655641941771165,-0.32139160039828313,0.9420107733262191
111841.7375455,3,0.9944219737085177,0.5762232195463433,0.7171420887409312,111841.733916-0 111841.741175-1,230.68419052889317,-693.4150380282474,2459.36459425272,18.837871945711488,12.544616499494373,-38.648678629056775,0.08892503354428315,-0.2236992916354365,0.9705930997750564,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09653188925593857,-0.3206846118441232,0.9422541982305324
111841.74158,3,0.995721777132518,0.5761234907523137,0.717370384799026,111841.741985-0 111841.741175-1,228.53502116926148,-688.8581946217356,2440.5462255892876,18.837871945711488,12.544616499494373,-38.648678629056775,0.08866314734124295,-0.22428652193367882,0.9704815311907997,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09653188925593857,-0.3206846118441232,0.9422541982305324
111841.7456145,3,0.995721777132518,0.5758683126133051,0.7176597308782816,111841.741985-0 111841.749244-1,236.9583305824566,-718.3763144499799,2541.6664657448523,18.837871945711488,12.544616499494373,-38.648678629056775,0.08866314734124295,-0.22428652193367882,0.9704815311907997,-39.62895605138834,16.38781805517936,-17.39822167601568,0.09550527712421734,-0.3211912890464663,0.9421862331206584
